userName,score,at,content
Muhammad Ilham,1,2023-08-10 10:02:57,Gagal terus proses aktivasi nya
Insah Mujahidah,5,2023-08-10 09:50:26,Wah sekian semakin lama apk BSI makin lancar dan mantapnya bisa pulih kembali. Mbankingnya enak digunakan karena fiturnya sangat lengkap jadi lebih keren sekarang sih apknya. Gak salah sih pilih BSI soalnya semakin nyaman pakai apk BSI apalagi sekarang semua layananya sudah dapat digunakan lagi. Pokoknya mantap BSI dan Good job BSI
Awi Gaming,5,2023-08-10 09:38:00,Saya dari pertama keluar BSI di Aceh Langsung saya burek( buka rekening) secara online dan pemakaiannya enak banget semua transaksi saya lancar banget...Good Job BSI.!!!
HaibooMon,5,2023-08-10 09:28:21,bagus banget🥰
BlessingShot (BlessingShot),5,2023-08-10 09:19:08,"Aplikasi yang sangat bagus,memudahkan untuk menyimpan uang"
Dian Oktavina,5,2023-08-10 09:14:50,Makin nyaman pakai aplikasi BSI sekarang aplikasinya nggak pernah ngecewain. Mantap BSI!!
Romadhanil Saputra,5,2023-08-10 08:55:28,Alhamdulillah sistem mobile BSI makin lancar. Transaksi lebih aman dan nyaman.
Didit Dwi Admojo,5,2023-08-10 08:48:25,"Mantap BSI !!! Aplikasi dengan tampilan yang ""user friendly"" sangat mudah digunakan dalam bertransaksi sehari-hari. Recommended pokoknya!!!"
kahfi hilmawan,5,2023-08-10 07:12:08,Aplikasi mudah untuk digunakan & sangat bisa di andalkan terutama dalam pemakaian sehari hari
Muhammad Fauzi,1,2023-08-10 06:59:28,"Sangat tidak recommended bank ini sekarang, mesin ATM nya rusak saldo saya hilang 2.4jt, complain harus nunggu sampe seminggu untuk lihat transaksi berhasil. Hancur pak Eric hancur hancur ini merger anda pak, maling aja isi bank ini."
elvhin andini,5,2023-08-10 06:49:11,Sangat membantu
Whullan Dari,5,2023-08-10 06:13:37,Makin lancar Semua layanan jadi mudah digunakan
Laisa Taniya,5,2023-08-10 05:29:55,"Enggak perlu repot2 bawa uang cash lagii, tinggal pakai aplilasi BSI ini aja bisa memudahkan banget dalam bertransaksi😭😭😍😍, teruss fiturrnya lengkapp bangett sekarang, jadi seneng pakai aplikasinya kalau gini, Mantap BSI ! Good jobs BSI🥳🥳"
Karimz Em,5,2023-08-10 05:15:17,Alhamdulillah lancar terus seperti ini pertahankan terus kenyaman sukses terus 😍
Umi Hasanah,5,2023-08-10 04:51:09,"Alhamdulillah sudah pulih, bisa di akses lagi dengan fitur yang lebih lengkap, sedang bis akembali ke BSI lagi"
Fitria Fitri,5,2023-08-10 04:46:19,Oc
Nahdiah,1,2023-08-10 04:37:18,Uda di instal ko'nggak bisa di buka ya
Dewi Ratna Sari,2,2023-08-10 04:33:00,"App nya tiba² close sendiri, katanya minta update, tp gak ada keterangan update juga playstore."
Ahmad Fadhillah,5,2023-08-10 04:30:06,"mantap nih makin berkembang aja, sukses terus"
lulu mais,5,2023-08-10 04:22:09,"Alhamdulillah makin lengkap fiturnya,, smoga kedepan tidak ada kendala lagi.. Sukses trus BSI"
Khairul Aruull23,5,2023-08-10 04:20:37,Alhamdulillah sudah pulih semua Lebih keren nih sekarang aplikasi nya Setelah maintenance jadi makin baik Fitur nya sangat lengkap Makin lancar jaya Fitur nya sangat kengkap God job bsi Keren abis Ga nyesel pake bsi selama ini
Sanam,1,2023-08-10 04:18:29,"Sangat sangat tidak tidak tidak.... ramah dengan nasabah yang penuh dengan kesibukan, aktivasi bsi sulit padahal wajah sendiri ga kedeteksi kemudian dialihkan vcall dan tiba tiba saat terhubung vcall diputus oleh cs dan keteranganya menunggu lagi...wkwkkw. untung dana sudah dipindahkan. Migrasi ke yang mempermudah nasabah. Terimakasih"
Rina Rustiani,5,2023-08-10 03:44:22,Makin nyaman pakai aplikasi BSI sekarang... Sangat mudah
Nico Niken,5,2023-08-10 03:31:48,Bagus
Fitra Rizki Nasution,2,2023-08-10 03:15:30,chain validation failed
Myasineko Prayitno,5,2023-08-10 02:54:32,Mantap bsi selalu sukses selalu melayni payroll kamii
nots joke,5,2023-08-10 02:35:07,"Sesidah adanya maintanance, aplikasinya menjadi lebih baik dan makin mudah melakukan transaksi melalui BSI. Mantep nih BSI, aku jdi lebih suka pake BSI dong"
Vera Rahmadani,5,2023-08-10 01:53:47,Aplikasi sangat mudah dan nyaman digunakan. Sukses Good job BSI !!! 😇
Cintya Berliana,5,2023-08-10 01:46:35,"Makin keren ini BSI Mobile, fitur nya sangat lengkap ada waktu sholat bisa cari masjid terdekat, gak gampang ngelag², mobile bankingnya enak digunain seneng deh pakai aplikasinya kalau gini. Keren banget BSI, good job, BSI mantap is the best👍👍"
Wawan Setiono,5,2023-08-10 01:24:44,BSI MAKIN TOP!!!
Killer Hunter,1,2023-08-10 01:07:39,Mau aktivasi gak bisa terus parah ini bank
Dean,5,2023-08-10 00:38:41,"mantapp, Makin keren nih aplikasinya, banyak pilihan fitur di bsi, yang memudahkan aku untuk transfer, top-up e wallet, dan bisa tarikkk tunai jugaaaa. Mantap BSI!!"
Vega Wahyu Oktaviyan,1,2023-08-10 00:36:17,Sudah masukkan data yg benar tapi aktivasi gagal terus.. padahal Nomor & device hp yg di daftarkan
Anddi Nurdiansyah,1,2023-08-09 23:57:49,"Pembelian internet dan paket data besaran GB nya gak jelas, jd seperti membeli kucing dlm karung ..."
Saripudin S.Ag.,1,2023-08-09 23:56:59,Lambat aplikasi
Maya Nazhmia,5,2023-08-09 23:35:18,Good job BSI!!! Aplikasinya bagus banget fiturnya juga lengkap jadi sangat memudahkan kita untuk bertransaksi Thank you bsi Jayaa terusss
Lilya Jsf,2,2023-08-09 22:50:21,"BSI merupakan Bank Syariah terbesar saat ini di Indonesia, tp sayang sekali gk ada feature simpan nomer rekening , hanya ada favourite itu juga khusus BSI aja, utk beda bank walo di save favorit ttp gk muncul harus ketik manual. Bank Syariah lain spt Sumut Syariah aja bisa simpan no rekening. Trus kenapa bs ada E- Emas? Emas itu gk bs dicicil dan dibeli online. Hrus cash uang dan barang bersamaan transaksi antara pembeli dan penjual tidak bs dicicil dalam Syariah Islam. Coba kaji dlu lbh dalam."
Nandang Sutisna,5,2023-08-09 20:19:37,Alhandulilla cukup prajtis m-banking
Martin Simorangkir,3,2023-08-09 20:11:41,"Setelah diperbarui BSI MOBILE versi 6.18 , malah sering log out, susah masuk saat input password, dan kurang nyaman"
Aryudhi Singarimbun,5,2023-08-09 19:33:56,"Aplikasi BSI mobile sekarang jadi lebih keren, mobile banking nya juga lebih enak digunakan dan gk pake ribet, make BSI jadinya makin nyaman karena sudah di update jadi lebih baik dan fiturnya juga jadi sangat lengkap dan semua layanan nya sudah bisa di gunakan lagi, aplikasi BSI memang gk pernah ngecewain, good job BSI!!!!"
Wahyu Nur Fajrin,3,2023-08-09 17:23:25,"Sejak diupdate apknya jd gk bisa trbuka,, selalu force close pdhal sebelumnya baik"" sj"
Riska Putri,5,2023-08-09 15:19:18,Aplikasi ini sangat mendukung. Good job BSI!!
Nurpadillah,5,2023-08-09 14:48:39,Makin kesini makin keren sih BSI mobile
M Ilham Sakubat,1,2023-08-09 14:45:15,"Si paling gangguan ! Baiknya pindah ke Bank Lain saja, ketimbang bank ini, sudah sering mengecewakan."
alfan salim,1,2023-08-09 14:32:23,"Sangat disayangkan Bank sekelas BSi tapi mesin ATMnya pada jadul gk bsa buat setor tunai, Uda gtu kantor cabangnya juga susah ditemui sehingga sangat menyulitkan nasabah yg mau setor tunai"
Kaya Melintir,5,2023-08-09 13:22:55,Alhamdulillah sudah lancar lagi
Anisa Rahmanda,5,2023-08-09 13:01:18,Seneng deh pakai aplikasinya kalau gini
Ahmad Abu Ahfa,2,2023-08-09 11:37:00,"Saya nasabah bsi, merasa kcewa, masa aplikasi BSI tidak bisa di aktivasi lewat android merek wiko (begitu kaya petugasnya). Apakah aplikasinya suport berbagai android atau tidak. Tolong penjelasan nya. Kalau memang tidak efektif, saya sarankan: pesan kepada sya aplikasi BSI biar saya buatkan. Silahkan hubungi saya lewat email"
"Aceng Ucing,",1,2023-08-09 11:20:51,Gk bisa di buka.jelek ah.susah login aja.pdhal sudah poto ktp dlll edan ya allloh aplikasiny
Novi Ramadanika,5,2023-08-09 10:44:52,"Alhamdulillah,Good job bsi,makin jaya terus ya setelah di update jadi makin baik dan lancar,terus berkembang ya"
Abdul Malik,3,2023-08-09 10:44:40,"Untuk kesekian kali nya.. dari hari senin sampai hari ini, pembayaran melalui qris, tidak sesuai.."
019 Arumsika Agustina Aisya,5,2023-08-09 10:40:39,"keren banget sii bsi ini soalnya fiturnya uda lengkap bgtt jadi makin nyaman pake apk bsi, mantappp bsi🤩"
Sri Purwanti,2,2023-08-09 10:19:26,"Sangat buruk, setelah di update malah tidak bisa dibuka sama sekali ""bsi mobile banking terhenti"""
Rofiyatus Adamiya,1,2023-08-09 09:21:41,Aplikasi terus berhenti
Redika Dwi Mauliddin,5,2023-08-09 09:03:56,"Fitur Mudah Dipahami,sangat bagus. Good job 👍"
irsyad kamil,2,2023-08-09 08:45:14,Sering eror
Ade Yoza Chanel,5,2023-08-09 08:44:39,"Mantap,makin lancar aja, jaya selalu bsi"
Setiyowati's Zone,5,2023-08-09 08:15:21,"Update terbaru aplikasi BSI lebih nyaman digunakan nih, transaksi jd lancar, fiturnya sangat lengkap, jd makin nyaman pakai aplikasi BSI. Mantap deh pokoknya 👍👍👍"
bee rahmawati,5,2023-08-09 08:10:16,Sejak ada BSI Nabung jadi lebih aman dan tidak ada potongan admin per bulan nya. Semangat nabung untuk modal pebdidikan anak terimakasi bsi
Ayu Ghitaswari,5,2023-08-09 08:08:33,Aplikasi yang sangat membantu fitur-fiturnya mempermudah dalam melakukan transaksi. God job BSI
ani Arcilla,5,2023-08-09 07:28:00,Segala urusan soal perbankan menjadi mudah Krn adanya BSI mobile..aman dan terpercaya..sukses selalu
umar putra ppdt,5,2023-08-09 07:22:19,"Alhamdulillah semenjak apk ini di perbarui semakin lancar dan tidak ada halangan, good job BSI!"
Eky Febrianti,5,2023-08-09 07:14:38,"Fiturnya sangat lengkap memudahkan kita untuk melakukan transaksi di manapun kapan pun,sukses terus BSI mobile"
Joko Sarwono,5,2023-08-09 07:08:48,Good
Maz Akbar,1,2023-08-09 06:40:17,Tidak bisa untuk redmi 9
Elsa Nurul,5,2023-08-09 06:30:24,"Makun keren nih aplikasinya, fiturnya juga lengkap, aplikasinya nggak pernah ngecewain. Makin lancar jaya, good job BSI"
Aika Islamita,1,2023-08-09 05:32:37,Ini kenapa macet gak bisa di buka ya Udah 5 hari lo
Nur Hadidah,5,2023-08-09 05:16:55,Sangat membantu dengan menggunakan BSI mobil
Iwak Gathul,1,2023-08-09 04:48:46,"Aplikasi tidak bisa dibuka, terdapat pesan ""aplikasi tidak bisa dibuka karena memiliki bug, silahkan hubungi pemgembang"""
Ahmad Hakim,5,2023-08-09 04:32:46,Aplikasi BSI Mobile mudah untuk transaksi nya dan mudah dan bagus gk kecewa pokonya (sukses selalu BSI Mobile)
Aisyah Ramadani Basri,5,2023-08-09 04:14:35,"fitur di dalam aplikasinya sangat lengkap, kita bisa menggunakannya dengan mudah"
Wiwin Ar,5,2023-08-09 04:10:01,Terimakasih
Esi Dewi,5,2023-08-09 04:03:29,"Setelah di update jadi makin baik nih applikasinya, Seneng deh pakai aplikasi nya kalau gini karena sekarang Fiturnya sangat lengkap. Good job BSI"
Teges Sekar,5,2023-08-09 04:02:46,"Senang deh alhamdulillah BSI udah pulih lagi semuanya, lancar dan keren emang pilihan terbaik pake ini fitur nya lengkap mbanking juga gampang dan satset dipakenya. Good job dan sukses selalu BSI! :)"
Elgi Buriyanti,5,2023-08-09 04:02:39,Bsi mobile sangat membantu apalagi didalam nya terdapat fitur-fitur yang mudah untuk di pahami bagi pemula.
Suhendi Ntx,4,2023-08-09 03:52:35,Saya tidak dapat masuk ke aplikasi nya😭 Saya daftar menggunakan no xl . Rekening saya udah jadi bikin di kantor cabang natuna
Dimas wahyu,2,2023-08-09 03:44:08,Punya saya kok tiba-tiba gak bisa di buka kenapa ya? Mohon bantuannya
mza gaming,5,2023-08-09 03:42:27,Aplikasinya bagus
Eka Pranata,5,2023-08-09 03:34:40,Baik
Veny Putry,5,2023-08-09 03:33:29,Semenjak pakai aplikasi BSI mobile jadi gampang
Puantaqiyyah fathani,5,2023-08-09 03:13:37,Jadi lambat aplk ny
Mustolih Mus,5,2023-08-09 03:08:17,Pokoknya BSI the best deh top markotop sangat membantu
Ahmad Marzuki,5,2023-08-09 02:59:31,"Alhamdulillah BSI sudah lancar digunakan untuk transaksi, terimakasi BSI. Seneng banget pokoknya"
dirwan nts,3,2023-08-09 02:53:56,"Tolong solusinya... Setelah ganti hp, sangat sulit untuk verifikasi wajah."
anna sonia,1,2023-08-09 02:14:16,"Sblm dan sesudah jadi nasabah, masalah aplikasi ini ga kelar2. Sdh hubungi via email disuruh ke ktr cbng. Sdh ke ktr cbng disuruh telpon call center. Telp call center disuruh ke ktr cbng. Anak SD jg bisa klo cmn jawabannya enteng gt. Ga ada yg cerdas apa y? Nyesel jd nasabah bsi!!!"
Hadrian Damara,5,2023-08-09 01:47:26,"Aplikasi ini memiliki fitur yang sangat membantu pengguna baru dan sangat bermanfaat bagi semua orang, sukses terus"
Kowai Desu,1,2023-08-09 01:39:29,"Astagfirullah, tadi masalah verifikasi wajah nya yang jadi masalah, sekarang udh bener malah nomer wa nya yg dipermasalahin, orang jelas jelas wa aktif tapi malah ke baca tidak aktif"
ratna alhayyu,5,2023-08-09 01:07:35,Bagus
primasty kusumawardhani,5,2023-08-09 00:49:44,"Sebagai nasabah BSI, kemarin sempat panik karna pemberitaan yg viral terkait hacker. Tapi ternyata BSI berhasil membuktikan bahwa BSI merupakan perbankan yg sangat amat aman dan bertanggung jawab. Semakin yakin dan nyaman pakai aplikasi BSI sekarang, setelah maintenance malah semakin baik. Semoga makin lancar jaya jaya jaya!!!"
Aufa Nabila,5,2023-08-08 23:52:52,Dengan adanya Aplikasi BSI Mobile ini kita lebih mudah dan praktis serta aman dalam melakukan transaksi. Good job BSI.
Elisa Nopita,5,2023-08-08 23:52:07,"Setelah update, aplikasi BSI jadi lancar bangett dan memudahkan. Mantap bangett pokoknya!"
endang nuryadi,2,2023-08-08 23:50:24,dah gaya pake fitur muka tp ngak meneng baeee app..jd ngak bisa login lagi dah
song suji,5,2023-08-08 23:49:18,semoga makin maju teruss
Prima Protech,1,2023-08-08 23:02:23,Saya bayar tokopedia sebesar 71rb tetapi pembayaran tidak masuk ke tokopedia. Sedangkan saya cek di mutasi ada transaksi sebesar 71 rb. Saya coba tf lagi ke tokopedia 71 rb dan pembayaran masuk ke tokopedia. Saya cek mutasi ada transaksi 71rb 2x. Yaitu yg pertama dan kedua. Saya ga abis pikir sekelas bank syariah kok berani ambil uang yg bukan haknya. Saya sdh lapor disuruh nunggu 1x24 jam. Sudah saya duga akan terjadi drama. Cukup kali ini aja pake bsi.
MUHAMMAD nurul islam,1,2023-08-08 22:24:33,"Aplikasi susah banget saat aktivasi, pada bagian SMS aktivasi, setelah mengirim pesan malah keluar lagi dan mengulang proses aktivasi dari awal. Tolong benerin dikit lagi. Sering eror juga . Transfer malah gak masuk."
Khalik Apriansyah,5,2023-08-08 21:53:42,makin seneng pake bsi mobile ini setelah di update fiturnya jadi makin baik
Rico Juliansyah,5,2023-08-08 19:31:17,"Good job BSI, dengan adanya update untuk aplikasi ini semakin memudahkan saya dalam melakukan transaksi"
Rika Rahim,1,2023-08-08 17:35:19,"Setelah update kenapa jadi aplikasinya tidak bisa dibuka. Sudah di instal ulang juga tetap tidak bisa ke buka, sudah hapus histori tetap tidak bisa terbuka. Ini bagaimana yaaa kok kek gini aplikasinya.. tolong dong di perbaiki lagi"
sakinah tricahya,5,2023-08-08 15:47:32,Makin sini makin lancar sukses terus BSI
IFTITAHUR R.K,5,2023-08-08 14:47:38,Dengan adanya BSI Mobile memudahkan dalam bertransaksi😊
Tenri Sau,5,2023-08-08 14:33:59,Bintang 5
Herlindha Kurniaaa,5,2023-08-08 13:50:27,"Masuk aplikasinya mudah tdk ribet, melakukan pembayarannya jg jd sangat mudah dan praktis.. GOOD JOB BSI!!!"
Doni yusuf,1,2023-08-08 13:49:09,Aplikasinya ko gak bisa di uninstal sih?
Rini Rahayu Febrianty,5,2023-08-08 13:22:41,"Alhamdulillah sudah pulih, good job BSI"
Ar Baiyah,1,2023-08-08 13:17:27,💩
ranny julianti,5,2023-08-08 12:54:48,Alhamdulillah jd di permudah lagi pake aplikasi nya good job BSI 👍
milea syarmila,5,2023-08-08 12:53:30,Ketika saya menggunakan BSI mobile transaksi saya menjadi lebih mudah dan praktis
SINTIA DEVI CAROLINE PUTRI JINGGA,5,2023-08-08 12:52:36,Udah pakai BSI dari jaman kuliahan. Skrg jd IRT juga masih setia pakai BSI. Smpe ke tabungan anak jg di BSI loh.. love love sama BSI ❤️
Cintammy Annisa Damayanty,5,2023-08-08 12:46:38,"Aplikasinya sat set banget, walaupun baru pertama kali buka tapi ga bikin bingung, good job BSI mobile👍"
Karin Doang,5,2023-08-08 12:18:37,Alhamdulillah aplikasi nya bagus banget kalian wajib download sihhh karna bagus aku kasi bintang 5
susanti eka wulandari,5,2023-08-08 12:07:39,"Semenjak ada BSI mobile saya bisa transaksi dimana saja benar benar memudahkan saya , trima kasih BSI mobile, good job."
Andri Kawi,5,2023-08-08 11:08:39,Keren
faisol fahad,5,2023-08-08 11:07:06,Baik
Eka Ananda,4,2023-08-08 11:01:46,"Mengapa saya tidak bisa meng aktivasi padahal saya sudah masukan semua no dan keterangan yg tepat,kata nya invalid parameter"
Safira Hastari,5,2023-08-08 10:59:12,Mantap BSI !
KEVIN BASP,5,2023-08-08 10:09:23,"Makin mudah bayar tagihan ini itu dengan BSI mobile, mudah caranya pemakaian nya dan jarang ada bug atau eror"
fathya farah fadhila,5,2023-08-08 10:08:38,Oke
Zahwa Nabila,5,2023-08-08 10:01:51,"Keren makin nyaman pakai fitur ini, good job BSI!!"
Muhammad Miftah,1,2023-08-08 09:46:03,"Proses verifikasi sangat susah menggunakan wajah pose tersenyum dan membuka mulut, akhirnya saya memutuskan untuk uninstall aja. Tolong kabarin saya Klo sudah di update sistem menyebalkan ini"
Andri saputra Saputra,1,2023-08-08 09:25:42,mau mendaftar aja sulit bgt buat masuk padahal jaringan wifi tetep aja tidak ada jaringan
Aroman Kite,5,2023-08-08 09:09:04,Mantap bisa pulih
Sari Anggraeni,5,2023-08-08 09:03:59,"Good job BSI mobile mempermudah untuk transaksi jadi gak usah""keluar ke ATM untuk transfer bisa lewat BSI mobile ini Poko nya mantap"
Min Yunki,5,2023-08-08 08:59:44,"Fitur-fitur BSI udh makin bagus dari hari ke hari. Kemarin pacar sy bilang rekening BSInya gangguan, saat dateng ke salah satu cabang langsung bisa dilayani dg baik. Jadi bukan dari segi aplikasinya aja, pelayanannya pun oke. Good job BSI"
Wihda Nda,5,2023-08-08 08:58:17,"Selama aku pakai apk ini transaksinya jadi mudah,good banget"
ALFANDI,1,2023-08-08 08:30:36,"aplikasi tolol, suruh joki apk dikasih rating 5 malah g dibayar"
Humaira Hany,2,2023-08-08 08:27:41,Kok malah ga bisa akses....
arkan faizal,1,2023-08-08 08:10:14,"Bolak balik buat ngaktifin mbanking susah amat, habis verif kirim sms kelulang terus sampai pulsa habis, applikasi setelah aktivasi tidak bisa dibuka, hp redmi note 4"
Ceicilia Grace Olive,5,2023-08-08 07:41:40,"Seneng deh pakai aplikasi nya kalau gini, setelah update jadi makin bagus, dan lengkap bisa nabung emas, bisa berbagi, bisa belanja juga"
muhammad saputra,5,2023-08-08 07:38:38,Bank paling andil untuk saat ini 🙌
Lidya Ayu,5,2023-08-08 07:26:48,"Setelah diupdate aplikasinya jadi tambah keren fiturnya sangat lengkap, gaada kendala apapun makin keren deh aplikasinya mantab BSI!!😉"
C_108_ Yayu Cahya,5,2023-08-08 07:24:54,"Sangat mudah menggunakannya, fiturnya lengkap. Keren pokokmya BSI 👍"
Amoria Mahdalena,5,2023-08-08 06:15:16,Mantap BSI!!! Dengan Fitur-Fitur didalamnya sangat memudahkan dalam melakukan transaksi
Fadhilah Fatma,5,2023-08-08 05:46:17,Wah ga salah si milik pake BSI soalnya amanah bangett
Umi Khanifah,5,2023-08-08 05:40:36,"setelah maintenance jadi makin baik aplikasinya, lancar semuaa, fiturnya mempermudah kegiatan transaksi saya, Mantap BSI!!!"
Rizky Fitriani071,5,2023-08-08 05:34:15,Puas sekali dengan fitur yang ada di BSI .memudahkan sekali untuk bertransaksi.semoga semakin baik dan dapat memberikan pelayanan yang bagus
Muha'amad Bayu Ardiyansyah,5,2023-08-08 05:33:48,aplikasi yang sangat membantu sekali bsi memang top rekomen banhat
Hesti Anggraeni,5,2023-08-08 05:15:43,"Mobile Banking nya enak digunakan jadi lebih mudah untuk transaksi, makin nyaman deh pakai aplikasi BSI sama sekali ga mengecewakan pokoknya"
Fauzi Akil,1,2023-08-08 05:12:45,"Di Android 10 SAMSUNG S 20 FE aplikasi tidak berfungsi dan selalu keluar atau crash padahal saya pengguna setia BSI dr awal mulai, mohon utk developer agar di bantu pengembangan nya !!! Ngapain hub bsi call ? Kan cuma perlu develop nya utk perbaiki bug yg ada di apikasi ini terhadap android 10? Ini bukan SOLUSI nama nya. KALAU NDK SANGGUP BIKIN APLIKASI M BANKING NDK USAH BIKIN, SUNGGU KECEWA DENGAN JAWABAN YG TIDAK ADA SOLUSI NYA !!!!!!!!"
Ayub Siswanto,5,2023-08-08 04:57:17,"Makin keren nih aplikasinya fitur-fitur nya semakin lengkap, mantap"
Yunita Sari,5,2023-08-08 04:54:00,Alhamdulillah lancar jaya Semua fitur bisa digunakan dengan lancar Thanks BSI
Ika P Ramadhani,5,2023-08-08 04:49:23,Good job BSI! Mudah pakainya
Zainuddin SE,5,2023-08-08 04:39:04,Dengan adanya medsos tersebut sangat membantu dalam banyak hal
Jajat Syafaat,5,2023-08-08 04:28:27,Aplikasinya bagus
Akbar,5,2023-08-08 04:25:57,aplikasinya bagus keren BSI
Shinta Tresna,5,2023-08-08 04:24:12,"Mantaap makin bagus aja nih aplikasi, sangat mudah digunakan, GOOD JOB BSI !!!"
Kaka,5,2023-08-08 04:20:47,Good jod BSI! Semenjak ada BSI mobile saya jadi mudah untuk bertransaksi dll pokonya thebest dehh.
Mega Aprela,5,2023-08-08 04:13:34,"Fitur nya sangat lengkap, lebih mudah digunakan. Bener bener mempermudah pengguna banget. Seneng deh pakai aplikasi nya kalau gini. Pertahankan ya. Good job BSI."
Dwinata Windya Putri,5,2023-08-08 04:11:37,Alhamdulillah sangat mudah di gunakan dan makin lancar dalam proses transaksi 💙
reja,5,2023-08-08 04:08:35,"Good job BSI! Setelah maintenance jadi makin baik, jadi makin nyaman pakai aplikasi BSI sekarang"
Zumaeroh Siti,5,2023-08-08 04:07:24,Ok
20. MOCH. GELLVIN FUTARA,5,2023-08-08 03:52:01,"Aplikasi ini sangat mudah di pahami, dan sangat mudah untuk melakukan transaksi"
SUNARDI SUNAR,3,2023-08-08 03:45:18,Kasih tiga dlu bru mau coba
Yossy Septia,5,2023-08-08 03:44:18,BSI Mobile sangat mempermudah segala transaksi yang dibutuhkan .. GOD JOB BSI
Ranira Official,5,2023-08-08 03:39:39,"Alhamdulillah udh pulih semuanya, mobile banking nya enak digunakan, fiturnya sangat lengkap, makin lancar jaya, mantab bisa pulih, mantab BSI, good job BSI."
Didi Zakky,3,2023-08-08 03:27:01,"Setelah update jadi riset sendiri, padahal sebenarnya tidak ada masalah. Nambah bintang jika sudah normal kembali"
imam fauzi,5,2023-08-08 03:25:27,aplikasi ini sangat bagus bangett
agif alfikri,5,2023-08-08 03:24:44,"Mantap BSI !!! Aplikasi M-Bangking yang sangat memudahkan pengguna, terimakasih untuk developer nya yang selalu upgrade perkembangan aplikasi BSI Mobile ini, maju terusss, good job BSI !!!"
Indri Ariyanto,5,2023-08-08 03:16:20,Aplikasi yang sangat membantu fiturnya juga sangat lengkap .good job BSI!
Robi Nurohman,5,2023-08-08 03:01:14,"makin nyaman pakai aplikasi BSI sekarang, setelah update jadi makin baik, god Job BSI!"
Ismi Lillah,5,2023-08-08 03:00:56,"Fitur aplikasi nya sangat banyak dan lengkap, good job BSI semakin lebih baik lagi kedepannya"
Fadilla Mappi,5,2023-08-08 02:58:39,"Alhamdullillah makin nyaman pakai BSI, bismilah semoga bisa nabung lebih banyak di BSI buat umroh, jaya selaluu BSI"
Emi Sgndyn,5,2023-08-08 02:48:42,"KEREN BGT aplikasinya! Alhamdulillah semenjak pakai bsi tranksaksi jadi lancar tidak ada kendala, sukses terus bsi🙏🏻"
Theofany Rikhamelia Sugiadi,5,2023-08-08 02:44:43,"Sangat membantu bangett, terimakasih sudh membuat semua jadi lebih mudah"
ricky yohanes,5,2023-08-08 02:40:38,"Mantap betul BSI mobile, memang yang terbaik selama saya pakai aplikasi ini jadi jauh lebih mudah dan praktis"
Eka Nopianti,5,2023-08-08 02:36:44,Mudah di akses dan gampang Mantap jaya BSI
Ukie 170791,5,2023-08-08 02:32:05,Makin lamcar
Kirana Dhea Faranza,5,2023-08-08 02:28:22,Keren BSI sekarang!! Fiturnya makin lengkap jadi enak dan sangat mudah menggunakannya. Makin seneng soalnya ga ribet lagi. Good job BSI
Orifa,5,2023-08-08 02:17:24,Tiba2 g bisa masuk
Anna Bethari,5,2023-08-08 01:59:43,"Review setelah update versi terbaru, memiliki experience yg jauh lebih baik. Selain itu setiap fitur juga bekerja semestinya, dan juga mobile banking nya enak digunakan. Selain itu setelah maintenance aplikasi jadi lancar tidak crash sama sekali."
Anaa Lillah,5,2023-08-08 01:50:22,"Sudah sejak lama saya menggunakan aplikasi bsi mobile ini, dan saya merasa sangat diuntungkan, saya menjadi mudah melakukan transaksi, bayar sekolah, top up, dll Trimakasi bsi, semoga kedepan nya bisa lebih baik lagi"
Adelia Septika,5,2023-08-08 01:44:32,"Aplikasi bsi ini memuaskan, saya bisa lebih gampang untuk transfer via hp saja mantapp Bsi!!!"
Nurdina Ramadanti,5,2023-08-08 01:18:40,Good Job BSI!! membantu saya dalam mengelola keuangan secara digital dan memudahkan juga
irwan setia putra,5,2023-08-08 01:13:56,Good job aplikasinya bagus sekali
Dani Decoration,5,2023-08-08 00:36:53,Bagus dan bermanfaat
Andriansyah,5,2023-08-08 00:08:11,Makin nyaman pakai aplikasi BSI sekarang. Dengan fitur yang mempermudah kita.
Fikri Abizar,1,2023-08-07 23:49:08,"App tidak bisa dibuka hanya sampai loading logo bsi, setelahnya langsung close sendiri!!!"
Nurheti Sukatmi,5,2023-08-07 23:21:00,Mobile banking nya enak digunakan dengan fitur yang sangat lengkap
Widia Krisdayanti,4,2023-08-07 23:09:51,"Kenapa ya tidak bisa transaksi, selalu dtng informasi""permintaan tidak bisa di proses(100),. Itu kenapa ya?"
Nazma Nissa,5,2023-08-07 22:57:43,Masya Allah aplikasi nya sangat bagus
Jilsi Ghina,5,2023-08-07 19:02:53,Aplikasi ini membantu banget bagi saya pribadi. Selain membuat rekening، tapi kita bisa tahu kapan waktu sholat.
syawal udin,5,2023-08-07 18:11:34,Oke mantap BSI aplikasi terbaik
Peppy Dewi,5,2023-08-07 18:08:30,"Good Job BSI Keren ih setelah diupdate fiturnya makin lengkap. Membantu bgt sudah dilengkapi qris jg. Transaksi apapun jd lebih mudah. Makin nyaman pakai aplikasi BSI. Aplikasinya juga tdk pernah ngecewain, makin lancar untuk transaksi apapun dlm satu aplikasi saja. Mantap BSI. mobile bankingnya enak digunakan👍👍👍"
Mhmd Rafli,5,2023-08-07 17:23:05,Menggunakan bank BSI mempermudah kita untuk menyimpan dan mengambil uang Mantab BSI!!
